sample,TCGA-A7-A0CH-11,TCGA-E9-A1RC-11,TCGA-A7-A0DB-11,TCGA-BH-A0H9-11,TCGA-BH-A0E0-11,TCGA-BH-A0HA-11,TCGA-BH-A18P-11,TCGA-E9-A1N4-11,TCGA-BH-A18U-11,TCGA-E2-A1LS-11,TCGA-AC-A2FM-11,TCGA-BH-A18M-11,TCGA-BH-A0B3-11,TCGA-BH-A0C0-11,TCGA-BH-A0H7-11,TCGA-BH-A0BM-11,TCGA-E2-A1BC-11,TCGA-BH-A0DG-11,TCGA-BH-A0B7-11,TCGA-BH-A1ET-11,TCGA-BH-A0B8-11,TCGA-E2-A15I-11,TCGA-BH-A18L-11,TCGA-BH-A0DZ-11,TCGA-E9-A1N5-11,TCGA-E9-A1N6-11,TCGA-BH-A18R-11,TCGA-BH-A1EO-11,TCGA-AC-A23H-11,TCGA-BH-A18N-11,TCGA-A7-A0CE-11,TCGA-BH-A0AY-11,TCGA-E9-A1ND-11,TCGA-BH-A1FH-11,TCGA-E9-A1RF-11,TCGA-BH-A1F0-11,TCGA-BH-A1FD-11,TCGA-AC-A2FF-11,TCGA-E2-A15K-11,TCGA-BH-A0DQ-11,TCGA-BH-A0H5-11,TCGA-E9-A1RI-11,TCGA-BH-A209-11,TCGA-E9-A1RB-11,TCGA-BH-A0DH-11,TCGA-E9-A1RD-11,TCGA-BH-A18Q-11,TCGA-BH-A0BJ-11,TCGA-E9-A1R7-11,TCGA-BH-A1FG-11,TCGA-A7-A13G-11,TCGA-BH-A0DK-11,TCGA-BH-A1FC-11,TCGA-E9-A1NG-11,TCGA-BH-A1EU-11,TCGA-BH-A0BQ-11,TCGA-GI-A2C9-11,TCGA-E9-A1NA-11,TCGA-BH-A0DV-11,TCGA-BH-A1FU-11,TCGA-BH-A1F2-11,TCGA-BH-A18V-11,TCGA-BH-A1FM-11,TCGA-BH-A0AU-11,TCGA-BH-A0BT-11,TCGA-BH-A204-11,TCGA-BH-A1FB-11,TCGA-A7-A0DC-11,TCGA-BH-A18S-11,TCGA-E2-A153-11,TCGA-BH-A1FE-11,TCGA-BH-A0BC-11,TCGA-BH-A1FR-11,TCGA-E2-A1LB-11,TCGA-BH-A1EW-11,TCGA-BH-A208-11,TCGA-E9-A1RH-11,TCGA-BH-A0BW-11,TCGA-BH-A0BS-11,TCGA-BH-A1FN-11,TCGA-BH-A0HK-11,TCGA-BH-A0AZ-11,TCGA-BH-A0DO-11,TCGA-BH-A0BA-11,TCGA-BH-A0E1-11,TCGA-BH-A1EN-11,TCGA-E2-A158-11,TCGA-E2-A15M-11,TCGA-BH-A0C3-11,TCGA-E9-A1N9-11,TCGA-GI-A2C8-11,TCGA-BH-A0DP-11,TCGA-BH-A0BV-11,TCGA-A7-A13F-11,TCGA-BH-A1F8-11,TCGA-BH-A18J-11,TCGA-BH-A1FJ-11,TCGA-BH-A203-11,TCGA-E2-A1L7-11,TCGA-BH-A1F6-11,TCGA-E2-A1LH-11,TCGA-BH-A0BZ-11,TCGA-A7-A0D9-11,TCGA-BH-A0DL-11,TCGA-BH-A0DT-11,TCGA-BH-A0DD-11,TCGA-BH-A0B2-11,TCGA-BH-A18K-11,TCGA-E2-A1IG-11,TCGA-BH-A0B5-11,TCGA-E9-A1NF-11,TCGA-A7-A13E-11,TCGA-AC-A2FB-11,TCGA-BH-A1EV-11
CBFB,9.2755,8.9118,9.6447,8.7995,9.1183,9.969,9.1808,10.0852,9.9097,8.9426,9.3358,9.5954,9.6182,9.6005,9.2673,9.7772,9.526,9.8881,10.0894,9.9539,9.1433,9.5164,9.4502,9.454,9.8987,9.9931,9.7055,10.0418,9.8928,9.6251,9.4533,9.778,9.5123,10.0537,9.4305,9.8673,9.7846,9.8294,9.21,9.8812,9.8559,9.4281,9.9429,9.6038,8.8853,9.4138,9.8616,9.808,9.5811,10.8934,9.1962,9.7035,9.8838,9.8151,10.0665,10.0141,10.0754,9.3706,10.1216,9.7339,9.4207,9.1868,9.8028,9.6523,9.8012,9.6609,9.9581,9.2757,9.9164,9.9059,10.5367,9.5075,9.9526,9.6429,10.0344,10.0152,9.3866,10.554,9.7101,10.235,9.6786,9.9479,9.8104,9.843,9.7422,9.5133,9.1503,9.7801,9.6241,9.4539,9.8264,9.3161,9.9469,9.3229,9.9959,9.2372,10.4594,10.0428,9.7895,9.8918,9.6022,9.2261,8.9103,9.6924,9.8397,8.9307,9.7991,9.4438,9.4083,8.9307,9.4599,9.2923,9.7628,10.1577
CDH1,12.4236,5.5589,5.8761,2.3769,13.925,13.5102,12.3605,13.1926,13.2938,7.6756,12.8569,12.6608,13.4546,13.4383,14.0323,13.4856,4.5308,13.8384,13.6089,12.788,8.5802,10.7318,12.634,13.6622,13.186,12.7723,12.8706,4.0068,13.3,13.1802,13.4334,12.7875,11.6812,12.5675,2.9675,12.6765,12.2227,13.5529,12.1891,14.1435,13.6364,10.002,12.8986,12.2706,13.0401,11.281,13.3992,13.4184,11.1288,12.7483,3.4811,14.2355,12.8688,11.3479,13.1337,13.4677,12.6685,12.3066,13.5365,13.2285,12.336,12.821,13.005,13.37,13.9531,10.5715,13.2319,12.8315,12.9026,13.6324,13.1418,13.0427,12.9104,13.5393,13.4116,13.6255,10.7213,12.8155,13.4659,12.5584,13.2948,13.6813,13.296,13.1929,13.5321,11.9479,10.4691,13.1489,13.5756,13.2946,0.6013,14.0221,13.5358,12.3029,13.0565,12.6821,13.0132,12.9145,13.3708,13.0535,13.6854,12.788,7.7843,12.9351,13.7649,8.439,13.1508,13.5295,12.4711,1.2015,1.5033,11.9696,12.858,13.5261
CENPE,5.2426,5.6421,7.1934,3.7637,5.0984,6.1196,4.801,6.971,6.5821,5.5302,3.8126,6.4124,5.7795,4.7712,6.6099,5.4595,4.3906,6.5922,6.225,5.7345,4.1457,5.2777,5.4833,5.2734,8.8347,5.7549,5.2749,5.7518,5.1141,5.9194,6.2763,4.8709,6.2572,6.1609,6.0358,4.9393,5.7551,7.1223,5.0132,5.7956,5.7816,5.309,6.0721,6.6971,3.6247,6.2871,5.8546,6.251,6.0992,4.6847,5.1851,6.3165,5.0423,5.8076,5.6138,5.99,5.8166,5.407,5.202,5.5908,5.1705,5.0358,5.9698,5.1922,4.5032,5.3657,4.9333,5.5443,5.155,5.9296,7.1077,5.4993,5.9923,6.5419,7.8754,5.3992,5.5945,8.4854,4.6556,6.3732,4.5715,5.5923,5.401,4.9323,4.1423,5.7731,6.3846,5.0324,5.8684,5.5755,3.9521,4.9314,6.8536,5.4333,6.3043,6.0063,6.4474,6.1624,5.7854,6.1387,5.2439,5.6468,5.485,6.2476,5.7727,6.092,5.7208,5.2061,5.3267,5.4126,6.3529,6.0737,5.5821,7.6124
CEP350,9.5175,10.7103,10.4491,8.9522,9.0083,10.5962,10.8312,11.1996,10.6112,10.9032,8.7941,10.7609,10.9597,11.0529,9.934,10.0901,10.3436,11.5733,10.91,11.2997,10.4214,10.8526,10.4086,9.1154,10.843,10.3662,11.1463,9.7386,10.6404,10.7176,9.824,10.2615,9.3917,10.0887,11.031,10.3668,10.7014,10.4912,9.1092,10.9426,10.8734,10.9978,10.9269,11.2132,9.0232,10.8047,11.0422,10.6912,11.0937,10.4601,10.8965,10.6018,10.0363,10.614,11.2013,10.9028,10.481,10.6617,10.8255,11.0042,10.9024,8.9547,10.8965,10.8565,10.0998,10.6755,10.623,10.4983,10.3144,10.5396,11.2992,10.2755,10.6249,10.646,11.5919,10.9419,10.6639,11.2309,9.9075,10.36,9.8709,11.0859,10.7397,10.6702,9.9487,10.5526,10.5484,10.5258,10.7777,10.6817,11.727,10.5518,10.6584,10.5953,10.2983,10.6211,11.012,11.1098,10.3692,11.0121,10.5689,10.7329,10.6154,10.8869,10.7149,10.7125,10.1194,11.22,10.632,10.3756,10.9283,10.5288,10.2498,11.1603
CHD4,12.2532,12.0039,12.227,11.7654,12.7335,12.5792,12.6019,12.6428,12.6975,12.0015,12.2518,12.5122,12.4086,12.5873,12.6504,12.6397,11.8039,12.851,12.5912,12.5028,12.2144,11.9328,12.2264,12.6985,12.9338,12.5369,12.293,11.9035,12.1949,12.4815,12.3504,12.3543,12.0722,12.2193,11.5647,12.232,12.0217,12.9449,12.1171,12.7083,12.5218,11.988,12.1379,12.5208,12.2531,12.1516,12.4785,12.9584,12.093,10.9244,11.9808,12.6304,12.1605,12.0716,12.3277,12.513,12.367,12.4797,12.73,12.4626,12.4306,12.211,12.5444,12.5578,12.6246,12.007,12.4182,12.2511,12.4476,12.6119,12.2643,12.5127,12.281,12.7417,12.8104,12.6536,12.3261,12.8004,12.4673,12.1547,12.5952,12.7019,12.3913,12.41,12.3812,12.3533,12.3881,12.2499,12.5007,12.3073,12.1404,12.6385,12.7987,12.1873,12.1219,12.2773,11.8871,12.2674,12.4699,11.9522,12.5307,12.2508,12.0345,12.4847,12.6519,12.1243,12.8456,12.5477,12.2147,11.9238,11.8419,11.9919,12.2331,12.3802
CHD7,8.5224,8.9823,8.6137,7.6605,8.8059,9.7031,9.3478,9.6693,9.5066,9.1413,8.2285,9.2244,9.4441,9.669,9.4823,9.5511,9.2328,9.8931,10.071,9.8041,9.0068,8.899,9.1821,9.1303,9.9018,9.1643,9.3731,8.2747,9.346,9.4301,9.212,8.8756,8.4999,8.8248,8.9454,8.9029,8.7829,9.8294,8.6854,9.8534,9.787,9.1564,9.5505,9.7033,8.8711,9.1073,9.721,9.7828,8.9918,8.6417,9.2798,9.6745,9.0238,8.9648,9.5744,9.6619,9.3473,9.5206,9.7511,9.8671,9.4734,8.9815,9.4622,9.7374,9.491,8.895,9.3693,9.6765,9.3837,9.6272,9.9882,9.4522,9.1939,9.7627,9.9319,9.6939,8.8675,10.2057,8.9032,9.4488,9.0068,9.7077,9.5427,9.3942,8.8882,9.3442,9.1724,8.9468,9.6728,9.2796,9.6731,9.5245,9.5977,9.1352,9.0134,9.8558,8.814,9.7521,9.4054,9.2645,9.5634,9.405,8.6591,9.6381,9.5947,8.7795,9.3471,9.6106,9.1642,8.9774,8.8941,8.9829,9.1058,9.6352
COL14A1,12.2825,12.374,13.0231,11.9178,13.3945,10.2517,12.8733,11.0021,12.4675,11.1544,11.9409,13.449,11.9251,12.0871,11.517,10.8319,10.1131,12.0008,12.192,12.2859,11.7108,11.8701,13.2533,12.4399,13.8757,12.013,12.4184,12.8667,14.3889,12.4887,12.5784,12.0558,12.6375,12.6297,12.7494,12.9556,11.5522,13.3443,12.0897,13.369,12.4204,11.2358,12.198,12.9693,11.7947,13.3023,12.2841,14.0252,13.3289,11.8725,11.7723,13.0444,11.9518,12.9505,13.5869,13.789,13.4265,12.305,12.6762,13.6534,12.8229,11.7612,13.085,11.7403,12.9952,13.8207,12.3605,12.7356,11.6605,13.1752,11.1917,12.5661,12.9118,12.5424,11.9774,12.005,13.988,12.5916,9.8223,12.8993,12.6671,14.2591,11.1713,13.0733,10.7889,12.8866,13.4892,13.5446,11.9827,11.8227,11.8477,12.1993,13.2221,12.6057,13.3888,11.5255,13.4859,11.8006,13.4806,13.4176,11.4434,13.047,12.0003,12.805,13.5287,13.013,14.3784,13.0731,12.2531,10.719,12.7493,13.3268,13.2172,13.8431
CREBBP,11.0191,11.353,11.1726,10.7662,11.2326,12.1976,11.6038,11.8939,11.6696,11.4813,10.5466,11.8058,11.6355,12.0476,11.2558,11.7615,11.4081,11.9838,11.8608,11.9865,11.3765,11.556,11.5447,11.1045,11.7688,11.6401,11.9685,10.5548,11.5644,11.7153,10.9982,11.4083,10.856,11.1901,11.4103,11.4182,11.2981,11.5135,11.1601,11.9133,12.0366,11.3042,11.5601,11.9288,11.0628,11.2973,12.1157,11.7597,11.5586,11.0699,11.3337,11.4053,10.9385,11.3164,11.8287,11.7761,11.5743,11.6957,11.9559,12.1556,11.9467,10.8171,11.9523,12.18,11.6052,11.534,11.5688,11.4119,11.2517,11.7043,11.9266,11.4542,11.1845,11.9278,11.6035,11.9671,11.3929,11.693,11.5807,11.398,11.3798,12.2751,11.9683,11.882,11.6401,11.4369,11.5533,11.7235,12.0763,11.7219,11.6992,11.9236,11.7616,11.5771,11.0745,11.747,11.223,11.9168,11.7594,11.4213,11.8721,11.5824,11.3009,11.7113,11.7458,11.5468,11.3527,12.1198,11.6294,10.8699,11.5889,11.3184,11.4599,11.5105
CTCF,10.3302,10.217,10.2485,10.0761,10.5856,10.9712,10.4033,10.967,10.6268,10.288,9.9321,10.515,10.7498,10.7959,10.962,10.8791,10.1407,10.855,10.9071,10.8027,10.2203,10.25,10.5602,10.5001,10.7131,10.6319,10.622,10.3994,10.6977,10.6671,10.8074,10.7599,10.2132,10.5083,10.2796,10.6175,10.555,10.792,10.2199,10.9123,10.6714,10.3089,10.6686,10.6608,10.5749,10.4193,10.8193,10.8216,10.5083,10.7917,10.0553,10.7583,10.4925,10.3375,10.7295,10.5974,10.5779,10.3506,11.1201,10.7538,10.4454,10.4939,10.7492,10.8299,10.7997,10.2807,10.5998,10.3403,10.4696,10.749,10.9526,10.5563,10.5549,10.8465,10.5451,10.7522,10.3119,10.834,10.8785,10.8458,10.6797,10.85,10.7481,10.4571,10.8446,10.5245,10.3553,10.4962,10.7228,10.6824,10.778,10.8092,10.745,10.473,10.4474,10.4171,10.8414,10.666,10.7979,10.4475,10.961,10.3994,10.2405,10.7129,10.8204,10.2836,10.6711,10.6601,10.19,10.0438,10.2968,10.3034,10.6223,10.6132
CUBN,6.1489,7.9138,8.1365,7.007,4.1934,6.8651,6.6249,6.8684,6.5242,7.7936,5.1399,6.9892,6.6328,6.3967,5.0983,5.5532,7.4576,6.8577,6.3524,7.7401,7.2773,7.161,6.9271,4.832,5.6857,6.6642,6.909,7.9158,7.4968,6.7435,5.8536,7.0712,6.3022,6.6016,8.8229,6.7925,6.878,6.065,6.7977,5.8618,6.0762,7.6987,6.6412,8.616,5.4256,8.7831,7.0237,5.9794,8.5089,5.3356,7.8954,4.655,5.9251,7.8227,6.8504,6.1446,6.4254,7.4109,6.1557,6.9569,6.7442,6.1787,6.9863,6.3825,5.6079,7.848,6.3302,5.5443,6.8963,6.3548,7.2268,6.0784,6.346,5.7726,6.3397,6.4987,7.7481,7.2952,5.4642,7.4018,6.0191,6.3043,6.8998,6.5997,4.5569,7.2342,6.4887,6.0805,6.4912,6.9291,5.8549,5.394,6.2049,7.4604,6.0656,6.6364,6.9731,7.7886,6.0564,7.9461,6.2062,6.7434,7.4937,6.9564,6.3194,7.7955,6.5049,5.7963,6.9131,6.9648,7.7951,6.3913,5.9964,6.8995
DMD,10.0351,12.2973,11.2418,10.3849,9.3089,11.9544,12.0111,11.6296,11.1848,11.8486,9.5667,10.6884,10.8326,11.8028,10.2734,11.3699,10.7424,11.619,11.4624,11.1558,12.3754,11.9748,11.0567,9.8179,11.5702,11.2402,11.7585,9.9669,11.453,11.2974,10.1827,10.4401,9.8969,10.8638,11.7435,11.1783,11.0587,10.5818,9.3802,10.6815,11.5815,12.5713,11.4673,11.5548,10.1795,11.6716,11.3626,11.351,11.8684,11.386,12.2052,10.425,10.2872,11.5289,11.6567,11.1645,11.1292,11.2152,11.5831,11.0445,11.5632,9.5697,11.1967,11.0817,10.9621,11.4936,10.9756,11.445,10.84,10.6876,11.9994,10.9295,10.7135,11.7631,10.7898,11.6084,11.7868,10.7581,11.0815,10.6229,10.502,11.3462,11.7001,11.1153,11.352,11.2383,11.5113,11.1354,11.3605,11.0529,13.9644,11.1415,11.5026,11.3594,11.1838,11.2252,11.3705,12.2319,10.9142,11.735,10.9198,10.8811,11.7886,11.4522,11.1818,11.6123,10.7712,11.6801,11.5003,11.6665,11.4098,11.422,10.9005,11.2714
DNAH10,3.6622,4.7848,4.2115,2.3769,3.1671,3.8049,3.8304,4.1402,4.7004,3.5542,3.0602,4.5258,3.9791,4.5024,4.7706,3.7253,4.1796,4.1309,3.4498,4.7131,4.4591,4.4435,4.4611,4.1928,4.4503,3.7605,5.0449,2.591,3.4143,4.1855,3.8729,4.6134,3.0459,2.9347,3.0397,3.3477,3.5363,4.7691,2.9524,4.4899,4.1046,3.7816,3.9629,3.9993,3.4136,3.2316,4.356,4.1824,4.1691,1.1743,4.5464,5.0598,3.8688,3.6065,3.7986,5.4353,3.812,3.8885,4.0517,4.7941,4.37,1.9767,3.6901,3.9956,3.7489,4.2905,4.3491,4.4877,4.0162,4.2606,3.7628,4.5165,3.8215,4.4791,4.5277,4.3106,4.7529,4.4102,3.4819,3.8344,4.1235,4.2467,4.3562,4.771,3.8307,4.004,4.2582,3.5331,4.9124,4.6055,2.4992,4.7793,4.4855,4.175,3.9395,3.4918,4.1216,3.5652,3.9308,4.6457,4.2636,4.0147,4.6101,3.9239,4.1534,4.5308,4.759,4.8803,3.7184,4.634,3.5861,4.0542,4.698,4.8486
DNAH17,5.4581,5.8399,4.9951,5.3414,4.2946,4.7951,6.4328,4.6977,4.941,5.914,5.8604,5.0898,4.9488,4.7875,4.9971,5.1526,6.5615,4.9262,4.7949,4.9456,6.4955,5.41,5.6253,5.1706,4.6948,5.5265,6.0683,4.0902,3.7951,4.7078,5.4127,5.1786,4.8125,4.7858,4.2216,5.2136,5.346,4.9232,5.0132,4.6651,5.2627,4.8492,4.2433,5.7575,6.1856,4.8412,5.4505,4.8053,4.3229,3.4666,4.7779,4.0141,5.1664,4.4311,4.9023,4.4404,4.4594,5.6688,4.0517,5.7539,5.182,5.8882,6.2843,5.1269,4.7811,5.8547,5.022,5.1696,5.8679,4.4221,4.8724,4.9586,4.7696,4.9688,4.6907,4.9252,5.5043,4.3806,4.8079,3.9465,4.639,4.5202,5.1756,4.2474,4.3984,5.209,6.1506,4.0156,5.1771,4.6494,3.0425,4.8825,4.8182,5.6423,4.2749,5.0674,3.3959,5.2335,5.3825,4.7278,4.2272,5.0966,4.8066,5.718,4.8454,4.2962,6.8792,6.3521,5.3267,6.2222,4.7627,5.5504,4.698,4.7596
DNAH9,5.285,6.3407,6.9384,5.7476,4.81,4.0717,6.4029,3.2651,3.8757,7.0585,5.0181,5.5359,3.8128,4.522,4.5738,4.9313,8.372,3.4478,3.8459,4.8971,6.7973,8.0324,4.9475,4.1574,3.5567,5.3569,5.8514,5.4774,5.3851,5.5331,4.7901,5.3266,5.4134,4.3524,6.7298,5.5609,5.8351,4.1511,4.9696,3.5527,3.9189,6.0843,5.4146,6.9218,5.3972,6.0437,5.0046,4.2459,5.7868,5.4227,8.794,3.4476,4.6588,5.3819,5.0435,5.6928,4.417,5.8995,4.9926,3.922,6.1852,4.924,5.9768,3.6223,4.1259,6.4019,4.3144,5.0911,5.8561,4.1542,5.0952,5.0607,4.372,3.3816,4.2824,4.3337,6.6594,4.3505,3.7685,4.5891,4.2421,3.6534,4.46,4.8654,3.8307,6.6198,6.1633,5.2042,4.0678,4.9598,1.0244,4.7432,4.2508,5.6552,4.7451,4.2,4.9741,4.9838,4.5227,5.9937,4.0714,5.3728,5.7672,4.8283,4.2395,5.5402,5.1268,5.3284,5.3456,6.557,6.0068,5.6518,5.1651,5.3443
DOCK11,10.8829,12.7681,12.0846,11.7422,8.2516,8.2495,11.6503,8.9214,9.1699,12.7329,8.3525,10.6588,9.9735,8.8249,8.522,8.4654,11.5231,9.1902,8.6617,10.5956,12.3411,12.0639,10.9457,7.7279,8.1784,10.4313,10.6972,11.7464,9.9398,10.6654,9.0146,10.2399,10.6542,10.236,13.0962,10.3775,11.2479,8.9219,10.0002,8.5618,9.1605,13.2122,10.9943,11.8943,9.545,12.4962,9.841,8.6791,12.6287,9.9496,12.5263,8.091,10.2428,12.3476,10.2871,9.2124,10.1041,11.3937,9.2244,9.8434,11.1034,9.0643,10.4414,8.9076,7.9441,11.9338,9.4535,11.3403,10.259,9.3045,9.9469,10.1903,9.669,7.0364,10.0648,9.1512,11.8531,10.1988,8.9673,9.9875,9.103,8.8341,8.9937,10.2414,7.5407,11.2193,11.7732,10.4116,8.7195,10.442,8.0198,8.9461,9.3971,11.097,9.5732,10.5056,10.852,11.1469,9.2189,11.8172,8.6164,11.5332,12.7451,10.438,9.0499,12.8455,9.4377,9.653,11.2651,12.4448,12.8726,11.7822,10.4868,10.5762
DST,13.3863,12.9693,12.9992,11.4813,13.3855,15.3858,14.2476,14.791,15.3374,12.9491,13.4767,14.4936,14.4965,14.9491,14.0911,15.2697,11.6903,14.7242,14.7206,14.6463,13.0837,13.8375,14.1096,13.2091,13.6704,14.5065,14.5332,11.747,14.8257,14.3884,14.5749,14.3701,13.2573,14.2561,13.2247,14.2595,13.8913,13.4855,13.2494,13.9378,15.3144,13.3419,14.748,14.1442,15.0562,13.7299,15.5783,14.6332,14.5144,14.719,12.8706,14.5143,13.9334,14.0861,15.1608,15.1188,14.4851,14.131,15.7606,14.7508,14.6456,13.2846,15.2168,14.5206,14.5706,13.5783,14.2254,13.5462,14.2333,14.5473,15.0702,15.2684,14.0105,14.1954,14.4528,15.209,13.5417,14.3015,14.8863,13.8178,14.9141,15.1256,15.0856,14.5963,14.475,14.202,13.4131,14.7394,14.473,14.6653,14.1616,15.2311,14.3199,14.4194,14.4196,14.9541,14.9209,14.8754,14.6877,14.8338,14.2562,14.0671,13.1254,14.7764,14.7641,13.0344,13.7238,14.9648,14.5348,12.7766,13.2839,13.6437,14.4783,14.9902
DYNC1H1,13.2522,14.008,13.5627,13.1014,13.2175,13.1361,13.547,13.4958,13.256,13.563,12.6879,13.4694,13.2484,13.5185,13.0263,13.0784,12.8102,13.6029,13.4781,13.4113,13.9178,13.1142,13.4032,13.0728,13.7722,13.2848,13.543,12.7702,13.2531,13.5713,12.9681,13.2356,12.9469,12.7378,13.7632,12.9668,13.1093,13.5842,13.0231,13.5603,13.2641,13.9212,13.3418,13.6483,12.9329,13.586,13.4863,13.4402,13.8976,11.6609,13.3387,13.5022,12.802,13.6279,13.5447,13.4552,13.0652,13.7934,13.4454,13.5572,13.4679,12.5979,13.3995,13.3872,13.1054,13.4105,12.9942,13.5759,13.1297,13.4343,13.0664,13.4211,12.9233,13.4314,13.3936,13.4627,13.6816,13.3404,12.9819,12.8706,13.3017,13.4191,13.3734,13.5498,13.0196,13.4577,13.8563,13.1945,13.4028,13.5447,13.9167,13.5146,13.5024,13.549,12.8308,13.2837,12.6825,13.4821,13.2415,13.3473,13.1417,13.6068,14.0586,13.5762,13.4074,14.0047,13.2919,13.6918,13.6564,13.6625,14.0037,13.7958,13.2364,13.3465
ERBB2,12.2853,9.3979,9.4543,9.6061,13.7706,12.251,11.6885,12.3776,12.4496,8.9653,12.9543,12.2796,12.4122,12.8409,12.4308,12.7495,8.9545,12.566,12.5328,12.1082,9.39,9.9796,12.1478,15.533,12.4104,11.9601,12.2072,9.7076,11.6962,12.3845,12.7213,11.6128,11.6326,11.7899,9.1147,11.9461,11.7347,12.7209,12.3476,12.6337,12.7061,9.295,11.636,11.1965,12.3261,10.8889,12.5813,12.4183,10.5254,10.5663,8.8712,12.895,12.5337,10.8339,12.2685,12.3885,11.8498,12.0084,12.7891,12.5468,11.7045,12.676,12.2379,12.4824,13.0116,10.4869,12.7832,11.8706,12.3884,12.9755,11.2044,12.1267,12.2323,13.0553,12.2724,12.1693,10.4409,11.9107,12.8245,11.3406,12.7276,12.8464,12.3576,12.2476,12.3411,12.9197,11.1348,12.3331,12.4698,12.6289,10.6589,13.6026,12.6348,11.5065,12.1271,12.6153,10.8973,11.5958,12.6771,10.9873,13.3581,12.1422,10.0699,12.0907,12.9582,10.6073,12.3586,13.1263,11.8968,8.8272,9.5806,11.4161,12.0185,13.6596
F8,10.3957,10.8876,11.1684,10.4788,8.7356,8.9745,10.9726,10.0103,10.02,11.1154,8.3068,10.4807,10.0362,9.5849,8.9154,8.8538,11.3561,9.5747,9.2959,10.6965,11.3659,11.5321,10.1449,8.5899,8.5252,10.1045,10.3136,10.92,10.7696,10.3993,9.3973,10.39,9.8665,10.0751,11.2876,10.4713,10.7652,9.6727,9.9672,9.3065,9.646,12.0279,11.0308,10.556,9.6092,11.0448,10.3765,9.3927,11.5512,10.0142,11.4502,9.0914,10.4351,11.2509,10.407,9.6445,10.4672,10.5226,9.9715,10.0931,10.9733,8.7371,10.0113,9.6253,9.2919,11.4294,9.3023,10.7094,10.3144,9.2993,10.1072,10.134,9.9251,8.9775,10.1282,9.3193,10.607,9.3265,9.4984,9.7273,9.8146,9.4636,9.8857,10.4731,9.424,11.5463,10.1291,10.3605,8.8668,10.0622,10.7261,9.33,9.6035,10.4542,10.5026,9.827,10.8709,10.3636,9.7511,10.9186,8.8871,10.6595,10.9286,10.5502,9.8726,11.1738,9.8005,9.8849,10.6625,10.6008,11.1559,11.0518,10.5188,10.3985
FASN,13.967,14.27,14.2556,15.2696,16.4017,12.6135,16.04,14.2512,12.8035,16.3242,13.5044,14.7707,12.4268,13.275,14.1124,12.5778,17.9247,12.5775,14.8606,12.2197,16.3323,15.2635,13.8351,14.3763,14.2289,13.6776,14.7398,12.5601,12.1125,13.7223,14.3117,12.187,12.9787,12.3786,12.8331,13.4829,13.8236,14.7369,12.0391,15.1434,13.3155,13.5989,11.971,13.8143,13.6334,13.4016,13.5032,11.8571,13.0977,10.79,15.8126,16.0446,13.1093,13.4968,11.8351,14.1211,11.8129,14.2112,13.8311,15.1772,16.7279,11.7506,12.6168,13.5997,12.5475,14.6426,13.735,14.5768,13.4407,15.7221,11.358,12.5589,13.3601,13.2097,13.1212,13.1338,15.3828,11.5417,13.1124,12.2991,12.5542,13.4647,12.6139,14.8907,14.5494,15.0386,16.1009,13.3765,13.4836,15.5247,8.6538,12.9747,13.5472,14.1019,12.5725,13.6494,11.0321,13.1645,14.2504,13.1084,13.0016,13.1264,13.9013,12.1333,13.8811,14.3057,14.1742,16.0582,16.0291,17.0002,13.2791,14.6296,12.2845,13.5026
FLG,4.3366,4.906,5.6724,2.6764,4.3593,4.7367,6.4255,4.9071,5.0584,6.2862,2.3616,6.1996,5.4249,5.6381,3.565,5.3224,3.9545,4.6913,5.5747,5.9328,5.6804,5.8145,3.6002,4.6143,5.974,5.5368,6.6764,4.3898,4.6559,5.9839,2.8838,4.5612,4.3519,4.1308,4.3504,4.5186,4.4876,6.3238,1.7788,4.0561,4.1726,6.9165,4.8484,6.1057,2.378,5.3971,5.5564,4.4723,4.5817,2.6884,6.2005,4.1303,4.8779,4.8288,5.9802,4.9149,5.5768,5.3199,3.8997,5.3864,5.7998,1.3033,6.4836,5.7628,5.0541,3.9559,5.6506,4.4574,3.0207,4.6739,5.2386,4.2998,5.9992,4.472,5.3975,6.0086,5.9202,5.7492,3.7105,4.9099,3.9253,5.1079,5.516,6.2303,4.2778,5.388,5.615,3.7591,5.8961,5.3586,1.6174,3.7309,5.8243,5.1561,5.0385,4.9394,3.9982,5.7782,4.344,5.63,4.0714,6.224,5.524,5.9669,4.8503,6.1993,5.7761,6.1039,5.8914,5.5635,4.4213,5.6691,5.6107,5.9415
